pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,sy_dist
"Kepler-1597 b","Kepler-1597","Transit",2016,2.94654179000,1.06000000,1.20000000,0.0413600000,1497.00,6377.00,1.390000,1.250000,1221.05000000
"Kepler-687 b","Kepler-687","Transit",2016,20.50586978000,3.52000000,12.20000000,0.1326000000,518.00,4841.00,0.730000,0.770000,633.66000000
"Kepler-1596 b","Kepler-1596","Transit",2016,66.37337900000,1.90000000,4.27000000,0.3237000000,471.00,5706.00,0.920000,0.950000,2146.23000000
"Kepler-692 b","Kepler-692","Transit",2016,21.81293494000,3.11000000,9.85000000,0.1495000000,639.00,5440.00,0.860000,0.900000,991.33600000
"Kepler-150 c","Kepler-150","Transit",2014,7.38199800000,3.69000000,13.20000000,0.0730000000,876.00,5560.00,0.939000,0.956000,891.09200000
"Kepler-1494 b","Kepler-1494","Transit",2016,91.08048200000,3.07000000,9.64000000,0.3982000000,415.00,5659.00,0.940000,0.960000,1285.48000000
"Kepler-1502 b","Kepler-1502","Transit",2016,41.70836290000,3.18000000,10.20000000,0.2482000000,608.00,6666.00,1.720000,1.440000,1514.02000000
"Kepler-1490 b","Kepler-1490","Transit",2016,92.43629730000,3.04000000,9.48000000,0.3729000000,348.00,5515.00,0.870000,0.900000,862.92000000
"Kepler-1491 b","Kepler-1491","Transit",2016,16.58617620000,1.51000000,2.89000000,0.1270000000,821.00,5728.00,0.990000,1.000000,2065.59000000
"Kepler-171 b","Kepler-171","Transit",2014,4.16697200000,2.34000000,6.08000000,0.0500000000,1053.00,5642.00,0.839000,0.978000,863.85500000
"Kepler-1926 b","Kepler-1926","Transit",2021,42.87770081000,2.31495961,5.97000000,0.2197000000,451.00,5256.00,0.832000,0.768000,667.40500000
"Kepler-1631 b","Kepler-1631","Transit",2016,4.09513932000,1.35000000,2.39000000,0.0511000000,1122.00,5679.00,0.950000,0.970000,1305.99000000
"KOI-1599.02","KOI-1599","Transit",2019,13.60880000000,1.90000000,9.00000000,0.1122930000,755.00,5833.00,0.972000,1.020000,1131.64000000
"Kepler-719 b","Kepler-719","Transit",2016,5.00731777900,8.52000000,54.50000000,0.0556000000,998.00,5777.00,0.980000,0.990000,2497.51000000
"Kepler-734 b","Kepler-734","Transit",2016,6.10485285600,3.56000000,12.40000000,0.0583000000,784.00,5326.00,0.780000,0.850000,1157.21000000
"Kepler-1408 b","Kepler-1408","Transit",2016,2.99793191000,0.89000000,0.64000000,0.0421800000,1616.00,6170.00,1.350000,1.210000,535.04800000
"Kepler-1427 b","Kepler-1427","Transit",2016,0.96897237600,1.10000000,1.37000000,0.0197000000,1844.00,5793.00,1.010000,1.010000,1220.00000000
"Kepler-1665 b","Kepler-1665","Transit",2020,11.95480000000,2.83910787,8.44000000,0.0960000000,906.00,5049.84,0.777785,0.842000,335.51500000
"Kepler-342 e","Kepler-342","Transit",2016,1.64422461300,0.88000000,0.61500000,0.0290900000,1897.00,6366.00,1.340000,1.260000,781.61100000
"Kepler-267 b","Kepler-267","Transit",2014,3.35372800000,1.98000000,37.90000000,0.0370000000,615.00,4258.00,0.555000,0.541571,264.99300000
"Kepler-1738 b","Kepler-1738","Transit",2021,7.67463016500,2.82472883,8.37000000,0.0781000000,957.00,6063.00,1.001000,1.079000,1302.87000000
"Kepler-746 b","Kepler-746","Transit",2016,3.48159251000,1.11000000,1.41000000,0.0435000000,1156.00,5418.00,0.930000,0.910000,450.00000000
"Kepler-760 b","Kepler-760","Transit",2016,8.70419416000,3.06000000,9.59000000,0.0808700000,748.00,5322.00,0.850000,0.890000,792.33600000
"Kepler-272 c","Kepler-272","Transit",2014,6.05734200000,1.79000000,97.80000000,0.0610000000,947.00,5297.00,0.929000,0.910000,889.60800000
"Kepler-775 b","Kepler-775","Transit",2016,0.97486892600,1.19000000,1.81000000,0.0183400000,1612.00,5468.00,0.840000,0.920000,398.67600000
"Kepler-498 b","Kepler-498","Transit",2016,9.61375356000,3.03000000,9.43000000,0.0897000000,931.00,5744.00,0.960000,0.980000,938.84400000
"Kepler-877 b","Kepler-877","Transit",2016,18.45847097000,2.12000000,5.14000000,0.1301000000,632.00,5261.00,0.810000,0.850000,602.17600000
"Kepler-865 b","Kepler-865","Transit",2016,14.16399294000,2.49000000,6.76000000,0.1057000000,694.00,5570.00,0.920000,0.930000,586.13700000
"Kepler-288 c","Kepler-288","Transit",2014,19.30577200000,2.85000000,8.50000000,0.1400000000,815.00,5918.00,1.091000,0.842000,1194.15000000
"Kepler-794 b","Kepler-794","Transit",2016,11.13125132000,2.11000000,5.10000000,0.1003600000,952.00,5839.00,1.380000,1.190000,931.19200000
"Kepler-485 b","Kepler-485","Transit",2016,3.24325979600,14.41000000,,0.0440100000,1243.00,5958.00,1.090000,1.070000,1140.95000000
"Kepler-340 c","Kepler-340","Transit",2014,22.82466900000,3.37000000,11.30000000,0.1780000000,946.00,6620.00,1.850000,1.650000,808.76200000
"Kepler-333 b","Kepler-333","Transit",2014,12.55115800000,1.32000000,28.20000000,0.0870000000,480.00,4259.00,0.534000,0.601000,324.41300000
"Kepler-951 b","Kepler-951","Transit",2016,71.52530845000,5.59000000,26.70000000,0.3091000000,340.00,4834.00,0.730000,0.770000,382.50900000
"Kepler-66 b","Kepler-66","Transit",2013,17.81581500000,2.80000000,8.25000000,0.1352000000,699.00,5962.00,0.966000,1.038000,1202.96000000
"Kepler-1805 b","Kepler-1805","Transit",2021,8.84794044500,1.54502915,3.00000000,0.0699000000,479.00,3867.00,0.552000,0.581000,221.63900000
"Kepler-1792 b","Kepler-1792","Transit",2021,4.19577980000,2.51990972,6.89000000,0.0488000000,1047.00,5229.00,1.005000,0.878000,601.02900000
"Kepler-276 d","Kepler-276","Transit",2013,48.64800000000,2.80000000,16.30000000,0.2466600000,489.00,5693.00,1.030000,1.100000,1144.86000000
"Kepler-372 c","Kepler-372","Transit",2014,20.05376300000,2.09000000,5.02000000,0.1540000000,755.00,6509.00,1.137000,1.202000,1493.95000000
"Kepler-114 b","Kepler-114","Transit",2014,5.18854900000,1.26000000,1.09000000,0.0530000000,586.00,4605.00,0.667000,0.770000,259.53300000
"Kepler-1207 b","Kepler-1207","Transit",2016,13.68237119000,1.62000000,3.26000000,0.1156000000,802.00,5909.00,1.060000,1.060000,1754.19000000
"Kepler-1249 b","Kepler-1249","Transit",2016,24.33471270000,2.38000000,6.26000000,0.1670000000,647.00,6202.00,1.280000,1.190000,1904.54000000
"Kepler-1859 b","Kepler-1859","Transit",2021,2.72959995300,1.58313575,3.13000000,0.0394000000,1455.00,5887.00,1.235000,1.090000,1331.25000000
"Kepler-1244 b","Kepler-1244","Transit",2016,3.70428172000,1.35000000,2.39000000,0.0502000000,1839.00,6680.00,1.770000,1.460000,1075.81000000
"Kepler-213 c","Kepler-213","Transit",2014,4.82296200000,2.34000000,6.08000000,0.0570000000,1060.00,5696.00,1.195000,1.070000,634.93900000
"Kepler-1388 b","Kepler-1388","Transit",2016,12.28546030000,2.59000000,7.22000000,0.0882000000,434.00,4098.00,0.610000,0.630000,453.79500000
"Kepler-258 c","Kepler-258","Transit",2014,33.65307900000,3.61000000,12.70000000,0.1930000000,470.00,4942.00,0.915000,0.820000,575.98800000
"Kepler-355 b","Kepler-355","Transit",2014,11.03189000000,1.46000000,2.73000000,0.1020000000,840.00,6184.00,1.066000,0.933000,1432.17000000
"Kepler-324 e","Kepler-324","Transit",2021,13.97939968000,2.03862444,235.01400000,0.1097200000,635.00,5191.00,0.826000,0.844000,501.57400000
"Kepler-330 b","Kepler-330","Transit",2014,8.25978000000,1.35000000,2.39000000,0.0750000000,714.00,5117.00,0.722000,0.848000,717.52700000
"Kepler-233 c","Kepler-233","Transit",2014,60.41895500000,2.71000000,7.80000000,0.2870000000,390.00,5360.00,0.758000,0.855000,856.41700000
"Kepler-174 d","Kepler-174","Transit",2014,247.35373000000,2.19000000,5.43000000,0.6770000000,212.00,4880.00,0.622000,0.602000,384.75700000
"Kepler-200 c","Kepler-200","Transit",2014,10.22215700000,1.59000000,3.15000000,0.0900000000,806.00,5678.00,0.944000,0.972000,665.91200000
"Kepler-130 d","Kepler-130","Transit",2014,87.51790500000,1.64000000,3.33000000,0.3770000000,451.00,5884.00,1.127000,0.927000,316.66300000
"Kepler-541 b","Kepler-541","Transit",2016,5.08005848000,3.36000000,11.20000000,0.0644700000,1673.00,6166.00,2.060000,1.410000,1060.68000000
"Kepler-1585 b","Kepler-1585","Transit",2016,3.58274630000,1.79000000,3.86000000,0.0445000000,1064.00,5538.00,0.910000,0.940000,944.46500000
"Kepler-1275 b","Kepler-1275","Transit",2016,3.65691115000,1.48000000,2.79000000,0.0488000000,1368.00,6296.00,1.360000,1.230000,1153.98000000
"Kepler-60 d","Kepler-60","Transit",2012,11.89810000000,1.99000000,4.16000000,0.1020300000,929.00,5905.00,1.257000,1.041000,1025.10000000
"Kepler-1176 b","Kepler-1176","Transit",2016,24.17385790000,2.45000000,6.57000000,0.1589000000,595.00,5844.00,1.020000,1.010000,864.69900000
"Kepler-1225 b","Kepler-1225","Transit",2016,7.01075434000,1.82000000,3.97000000,0.0771000000,1453.00,6140.00,1.190000,1.130000,1347.52000000
"Kepler-1394 b","Kepler-1394","Transit",2016,3.93766373000,1.39000000,2.51000000,0.0547400000,1947.00,6481.00,2.550000,1.640000,640.40900000
"Kepler-1649 b","Kepler-1649","Transit",2017,8.68909900000,1.01700000,1.03000000,0.0514000000,307.00,3240.00,0.231700,0.197700,92.19130000
"TOI-1246 c","TOI-1246","Transit",2022,5.90413700000,2.45109846,9.10000000,0.0610000000,862.49,5213.00,0.864900,0.888900,169.42200000
"Kepler-1468 c","Kepler-1468","Transit",2016,3.54553021000,1.15000000,1.60000000,0.0466000000,1448.00,5893.00,1.050000,1.040000,1899.24000000
"Kepler-326 c","Kepler-326","Transit",2014,4.58035800000,1.40000000,17.40000000,0.0510000000,889.00,5105.00,0.801000,0.910000,487.67500000
"Kepler-1085 c","Kepler-1085","Transit",2020,56.77710000000,3.26817741,10.70000000,0.2979800000,491.00,5816.00,1.078300,1.050000,1364.53000000
"Kepler-1229 b","Kepler-1229","Transit",2016,86.82898900000,1.40000000,2.54000000,0.3006000000,212.00,3784.00,0.510000,0.540000,265.48200000
"Kepler-1542 e","Kepler-1542","Transit",2016,5.10115756000,0.76000000,0.36300000,0.0564900000,1065.00,5564.00,0.990000,0.940000,399.11400000
"Kepler-1178 b","Kepler-1178","Transit",2016,31.80634000000,1.07000000,1.24000000,0.1596000000,378.00,4990.00,0.750000,0.800000,482.28700000
"K2-187 c","K2-187","Transit",2018,2.87151200000,1.40000000,2.54000000,0.0392000000,1173.00,5438.00,0.830000,0.966999,330.91600000
"Kepler-1060 b","Kepler-1060","Transit",2016,46.87793670000,2.38000000,6.26000000,0.2495000000,484.00,5797.00,0.990000,0.990000,946.56500000
"Kepler-990 b","Kepler-990","Transit",2016,9.91723428000,2.60000000,7.27000000,0.0859500000,903.00,5948.00,1.080000,1.050000,802.16300000
"Kepler-1126 b","Kepler-1126","Transit",2016,108.59332900000,1.73000000,3.64000000,0.4125100000,374.00,5798.00,0.930000,0.920000,635.73600000
"Kepler-100 c","Kepler-100","Transit",2014,12.81590000000,2.20000000,7.05000000,0.1106100000,939.00,5825.00,1.490000,1.080000,304.64500000
"Kepler-172 c","Kepler-172","Transit",2014,6.38899600000,2.86000000,8.55000000,0.0680000000,970.00,5526.00,1.085000,1.081000,828.59200000
"Kepler-663 b","Kepler-663","Transit",2016,4.99678284000,2.60000000,7.27000000,0.0559000000,917.00,5264.00,0.820000,0.860000,1063.09000000
"HD 102117 b","HD 102117","Radial Velocity",2005,20.81330000000,8.47000000,54.03110000,0.1500000000,780.86,5655.00,1.230000,1.060000,39.57920000
"HD 137388 b","HD 137388","Radial Velocity",2011,330.00000000000,9.32000000,63.56600000,0.8900000000,248.42,5181.00,0.880000,0.680000,40.48410000
"HD 50554 b","HD 50554","Radial Velocity",2002,1293.00000000000,12.80000000,1859.29618095,2.3530000000,190.08,5987.00,1.020000,1.040000,31.16640000
"WASP-24 b","WASP-24","Transit",2010,2.34121000000,15.46842000,394.10920000,0.0365100000,1772.00,6075.00,1.420000,1.430000,322.11400000
"HD 156846 b","HD 156846","Radial Velocity",2007,359.51001000000,12.40000000,3391.24610000,1.1200000000,382.49,6090.00,1.900000,1.380000,47.73320000
"WASP-151 b","WASP-151","Transit",2017,4.53347750000,13.30506009,100.43377661,0.0550000000,1312.00,5871.00,1.181000,1.081000,453.09900000
"Kepler-80 g","Kepler-80","Transit",2017,14.64558000000,1.13000000,0.06500000,,418.00,4540.00,0.678000,0.830000,369.45100000
"Kepler-263 b","Kepler-263","Transit",2014,16.56808700000,2.67000000,7.61000000,0.1200000000,548.00,5265.00,0.785000,0.793000,754.74700000
"K2-10 b","K2-10","Transit",2015,19.30553000000,3.77300000,25.20000000,0.1370000000,649.00,5533.00,0.956000,0.880000,272.36000000
"TOI-411 b","HD 22946","Transit",2022,4.04029500000,1.36200000,13.71000000,0.0572700000,1241.00,6169.00,1.117000,1.098000,62.77920000
"WASP-120 b","WASP-120","Transit",2016,3.61126721000,15.58048317,1541.47550000,0.0514000000,1749.00,6450.00,1.684430,1.393000,381.17400000
"Kepler-1006 b","Kepler-1006","Transit",2016,19.76172042000,1.54000000,2.99000000,0.1464000000,791.00,5328.00,0.740000,0.780000,1081.73800000
"Kepler-398 d","Kepler-398","Transit",2016,6.83437001000,0.88000000,0.61500000,0.0618000000,636.00,4557.00,0.670000,0.720000,177.35500000
"TOI-4034 b","TOI-4034","Transit",2026,1.80209320000,17.71018951,276.51071409,0.0328900000,1907.00,5891.00,1.830000,1.190000,745.14500000
"TOI-5335 b","TOI-5335","Transit",2026,3.61365988443,4.02422162,15.30000000,,1048.00,5528.92,0.916633,0.945000,331.28900000
"Kepler-253 d","Kepler-253","Transit",2014,18.11986900000,3.17000000,10.20000000,0.1300000000,563.00,5208.00,0.786000,0.860000,838.59500000
"K2-62 b","K2-62","Transit",2016,6.67199000000,2.02000000,4.74000000,0.0636000000,666.00,4455.00,0.696000,0.670000,112.46700000
"Kepler-369 b","Kepler-369","Transit",2014,2.73275600000,1.13000000,1.51000000,0.0300000000,687.00,3591.00,0.471000,0.500000,214.00000000
"Kepler-657 b","Kepler-657","Transit",2016,24.54350418000,3.52000000,12.20000000,0.1733700000,616.00,5808.00,1.010000,1.010000,1691.88000000
"Kepler-513 b","Kepler-513","Transit",2016,28.86235584000,2.20000000,5.48000000,0.1779000000,623.00,5849.00,1.060000,1.020000,468.25800000
"TOI-1180 b","TOI-1180","Transit",2024,9.68676037800,3.07200000,10.00000000,0.0807990000,638.18,4738.00,0.730000,0.750000,72.02380000
"11 UMi b","11 UMi","Radial Velocity",2009,516.21997000000,12.30000000,4684.81420000,1.5300000000,896.43,4213.00,29.790000,2.780000,125.32100000
"Kepler-1390 b","Kepler-1390","Transit",2016,6.48021673000,1.18000000,1.76000000,0.0662000000,934.00,5753.00,0.980000,0.980000,723.43100000
"OGLE-2018-BLG-0298L b","OGLE-2018-BLG-0298L","Microlensing",2022,,7.56000000,44.49597698,2.8600000000,,,,0.690000,6540.00000000
"WASP-60 b","WASP-60","Transit",2012,4.30500000000,9.86392000,174.80650000,0.0554800000,1479.00,5900.00,1.170000,1.190000,431.05200000
"Kepler-1762 b","Kepler-1762","Transit",2021,29.53910065000,2.76022913,8.05000000,0.2040000000,714.00,6572.00,1.238000,1.298000,1663.74000000
"Kepler-98 b","Kepler-98","Transit",2014,1.54168000000,1.99000000,3.55000000,0.0261400000,1592.00,5539.00,1.110000,0.990000,350.31500000
"Kepler-403 c","Kepler-403","Transit",2014,54.28074900000,1.75000000,3.71000000,0.2970000000,604.00,6090.00,1.329000,1.299000,840.26900000
"Kepler-292 b","Kepler-292","Transit",2014,2.58082700000,1.32000000,2.30000000,0.0350000000,1130.00,5299.00,0.826000,0.865000,1056.48000000
"K2-49 b","K2-49","Transit",2016,2.77065000000,1.93000000,4.38000000,0.0309000000,768.28,4175.00,0.450000,0.510000,457.12500000
"HD 142245 b","HD 142245","Radial Velocity",2011,1299.00000000000,13.10000000,975.73810000,2.7800000000,306.30,4922.00,4.630000,3.500000,97.23050000
"TOI-1452 b","TOI-1452","Transit",2022,11.06201000000,1.67200000,4.82000000,0.0610000000,326.00,3185.00,0.275000,0.249000,30.52120000
"Kepler-110 b","Kepler-110","Transit",2014,12.69111200000,1.83000000,4.01000000,0.1070000000,1008.00,5960.00,1.149000,0.989000,586.53100000
"Kepler-1296 b","Kepler-1296","Transit",2016,8.38398650000,0.91000000,0.69300000,0.0896000000,1285.00,5359.00,0.830000,0.870000,1551.54000000
"Kepler-1221 b","Kepler-1221","Transit",2016,12.00096042000,1.88000000,4.19000000,0.0906000000,632.00,5194.00,0.820000,0.870000,913.65000000
"Kepler-158 d","Kepler-158","Transit",2024,0.64508800000,0.43000000,0.04720000,,,4895.97,0.668000,0.656000,315.17700000
"OGLE-2018-BLG-1700L b","OGLE-2018-BLG-1700L","Microlensing",2020,,12.90000000,1400.00000000,2.8000000000,,,,0.420000,7600.00000000
"Kepler-49 b","Kepler-49","Transit",2012,7.20000000000,2.57900000,9.77000000,0.0592900000,509.00,4095.60,0.618000,0.607000,311.22200000
"TOI-1295 b","TOI-1295","Transit",2024,3.19688380000,15.69257298,451.31633794,0.0470000000,2360.00,6280.00,1.700000,1.380000,388.22700000
"Kepler-1691 b","Kepler-1691","Transit",2020,3.84820000000,1.83470985,4.02000000,0.0495000000,1283.00,6000.00,1.131520,1.110000,1267.67000000
"Kepler-180 c","Kepler-180","Transit",2014,41.88577500000,3.01000000,9.32000000,0.2290000000,540.00,5731.00,1.063000,0.950000,695.65000000
"HATS-33 b","HATS-33","Transit",2016,2.54955510000,13.78707000,378.85336000,0.0372700000,1429.00,5659.00,1.022000,1.062000,248.46000000
"K2-254 c","K2-254","Transit",2018,12.11839000000,2.19000000,5.43000000,0.0923000000,551.00,4629.00,0.670000,0.710000,227.77500000
"HD 38283 b","HD 38283","Radial Velocity",2010,363.20001000000,14.00000000,127.13200000,1.0200000000,348.58,5981.00,1.490000,1.370000,38.06150000
"Kepler-162 c","Kepler-162","Transit",2014,19.44635500000,3.03000000,9.43000000,0.1370000000,681.00,5816.00,0.958000,1.053000,855.64100000
"TOI-375 d","TOI-375","Radial Velocity",2026,297.90000000000,13.60000000,445.59542661,0.9840000000,434.00,5259.90,2.900000,1.441000,396.21300000
"K2-248 b","K2-248","Transit",2018,7.17256000000,2.57000000,7.13000000,0.0699000000,886.00,5528.00,0.920000,0.880000,406.25400000
"Kepler-1252 b","Kepler-1252","Transit",2016,15.05403290000,1.67000000,3.43000000,0.1078000000,665.00,5949.00,1.090000,1.060000,648.97900000
"WASP-35 b","WASP-35","Transit",2011,3.16158000000,14.57170000,225.65930000,0.0431700000,1338.29,5990.00,1.080000,1.050000,202.21800000
"HD 155918 b","HD 155918","Radial Velocity",2022,1.87567000000,2.67000000,7.62788177,0.0300000000,1622.13,5771.84,1.019060,1.030000,27.56100000
"Kepler-300 c","Kepler-300","Transit",2014,40.71495500000,2.25000000,5.69000000,0.2320000000,516.00,5986.00,0.900000,1.070000,1098.45000000
"HD 55696 b","HD 55696","Radial Velocity",2018,1827.00000000000,12.90000000,1357.12729789,3.1800000000,200.43,6012.00,1.520000,1.290000,77.96930000
"Kepler-787 b","Kepler-787","Transit",2016,0.92831049800,1.28000000,2.18000000,0.0159000000,1115.00,4248.00,0.620000,0.650000,503.56800000
"Kepler-79 e","Kepler-79","Transit",2014,81.06650000000,3.53000000,3.80000000,0.3944500000,511.00,6389.00,1.316000,1.244000,1020.72000000
"NGTS-12 b","NGTS-12","Transit",2020,7.53280600000,11.74703200,66.10864000,0.0757000000,1257.00,5690.00,1.589000,1.021000,446.44200000
"Kepler-493 b","Kepler-493","Transit",2016,3.00387658100,15.13000000,,0.0439000000,1438.00,6457.00,1.540000,1.360000,1745.77000000
"TOI-4155 b","TOI-4155","Transit",2025,3.32072900000,3.21000000,10.40000000,,1255.00,5724.00,0.950000,1.160000,240.73700000
"KMT-2018-BLG-0029L b","KMT-2018-BLG-0029L","Microlensing",2020,,2.67000000,7.59000000,4.2700000000,,,,1.140000,3380.00000000
"KMT-2019-BLG-2974L b","KMT-2019-BLG-2974L","Microlensing",2022,,11.40000000,88.99195396,2.0000000000,,,,0.470000,6100.00000000
"HATS-28 b","HATS-28","Transit",2016,3.18107810000,13.38354600,213.58176000,0.0413100000,1253.00,5498.00,0.922000,0.929000,535.38300000
"Kepler-214 c","Kepler-214","Transit",2014,28.77980000000,2.13000000,5.18000000,0.1940000000,619.00,6169.00,1.352000,1.110000,1208.44000000
"HD 33142 b","HD 33142","Radial Velocity",2011,330.00000000000,13.70000000,400.46379282,1.0740000000,477.50,5025.40,4.170000,1.520000,121.37500000
"GJ 4274 b","GJ 4274","Radial Velocity",2026,1.63390000000,1.53000000,2.97000000,0.0153000000,548.53,3228.00,0.190000,0.180000,7.23556000
"Kepler-385 b","Kepler-385","Transit",2014,10.04368600000,2.73000000,12.80000000,0.0970000000,951.00,6326.00,1.126000,0.992000,1432.61000000
"HD 27631 b","HD 27631","Radial Velocity",2012,2198.14000000000,13.50000000,495.81231492,3.2420000000,147.61,5737.00,0.923000,0.944000,50.28620000
"KIC 5479689 b","KIC 5479689","Orbital Brightness Modulation",2021,1.70153100000,14.20000000,158.91420350,,,5459.10,0.894000,0.966000,454.95000000
"TOI-2120 b","TOI-2120","Transit",2024,5.79981640000,2.12200000,6.80000000,0.0377000000,384.00,3131.00,0.245000,0.211000,32.17550000
"Kepler-1257 b","Kepler-1257","Transit",2016,2.66831376200,1.52000000,2.92000000,0.0376000000,1252.00,5502.00,0.870000,0.900000,1105.95000000
"Kepler-1744 b","Kepler-1744","Transit",2021,37.10110092000,3.76754004,13.60000000,0.2094500000,532.00,5986.00,0.850000,0.886000,1091.63000000
"OGLE-2017-BLG-0482L b","OGLE-2017-BLG-0482L","Microlensing",2018,,2.95000000,9.00000000,1.8000000000,,,,0.200000,5800.00000000
"Kepler-901 b","Kepler-901","Transit",2016,3.51749439400,1.37000000,2.45000000,0.0378000000,704.00,4184.00,0.570000,0.590000,253.86700000
"KELT-6 c","KELT-6","Radial Velocity",2015,1276.00000000000,13.00000000,1179.14930000,2.3900000000,241.90,6272.00,1.529000,1.126000,240.72600000
"Kepler-298 b","Kepler-298","Transit",2014,10.47546400000,1.96000000,4.50000000,0.0800000000,540.00,4465.00,0.582000,0.660000,518.20400000
"TIC 279401253 c","TIC 279401253","Transit",2023,155.30000000000,12.60000000,2548.98382414,0.5910000000,384.31,5951.00,1.060000,1.130000,285.58400000
"Kepler-143 c","Kepler-143","Transit",2014,27.08251100000,3.37000000,11.30000000,0.1810000000,703.00,5848.00,1.359000,0.982000,809.46700000
"ups Leo b","ups Leo","Radial Velocity",2021,385.20000000000,14.20000000,162.09248757,1.1800000000,719.08,4836.00,11.220000,1.480000,52.59730000
"Kepler-808 b","Kepler-808","Transit",2016,0.63133235300,1.46000000,2.73000000,0.0131400000,1322.00,4653.00,0.710000,0.760000,321.00000000
"Kepler-885 b","Kepler-885","Transit",2016,18.11472949000,2.50000000,6.80000000,0.1440300000,830.00,6187.00,1.350000,1.210000,651.31800000
"Kepler-151 c","Kepler-151","Transit",2014,24.67461200000,2.09000000,5.02000000,0.1600000000,544.00,5460.00,0.830000,0.870000,649.91900000
"OGLE-2012-BLG-0950L b","OGLE-2012-BLG-0950L","Microlensing",2016,,6.56000000,35.00000000,2.6000000000,,,,0.570000,2600.00000000
"Kepler-923 b","Kepler-923","Transit",2016,6.93366476000,1.38000000,2.48000000,0.0759200000,1104.00,5988.00,1.260000,1.110000,1000.28000000
"Kepler-191 c","Kepler-191","Transit",2014,17.73850600000,1.86000000,4.12000000,0.1280000000,596.00,5282.00,0.789000,0.857000,594.46400000
"OGLE-2011-BLG-0251L b","OGLE-2011-BLG-0251L","Microlensing",2012,,14.20000000,170.00000000,2.7200000000,,,,0.260000,2570.00000000
"K2-247 c","K2-247","Transit",2018,6.49424000000,2.19000000,5.43000000,0.0615000000,688.00,4667.00,0.690000,0.740000,258.11300000
"K2-322 b","K2-322","Transit",2020,8.20500000000,1.92000000,4.35000000,0.0594000000,635.00,4141.00,0.602000,0.630000,123.41500000
"HATS-44 b","HATS-44","Transit",2018,2.74390040000,11.96000300,177.98480000,0.0364900000,1161.00,5080.00,0.847000,0.860000,446.03500000
"K2-352 c","K2-352","Transit",2021,8.23488500000,1.92000000,4.35000000,,885.00,5791.00,0.950000,0.980000,176.05100000
"TOI-1408 c","TOI-1408","Transit Timing Variations",2024,2.16640000000,2.22000000,7.60000000,0.0358700000,1864.00,6117.00,1.530000,1.312000,139.48400000
"Kepler-1460 b","Kepler-1460","Transit",2016,29.96332470000,1.96000000,4.50000000,0.1614000000,391.00,4422.00,0.670000,0.700000,553.21800000
"Kepler-41 b","Kepler-41","Transit",2011,1.85555820000,14.46000000,177.98000000,0.0310100000,1790.00,5750.00,1.290000,1.150000,1093.08000000
"Kepler-229 d","Kepler-229","Transit",2014,41.19491200000,3.85000000,14.20000000,0.2200000000,439.00,5120.00,0.728000,0.808000,826.26500000
"HD 72659 b","HD 72659","Radial Velocity",2002,3549.00000000000,13.20000000,949.67128012,4.6070000000,155.34,5929.00,1.360000,1.033000,51.89490000
"Kepler-11 b","Kepler-11","Transit",2010,10.30390000000,1.80000000,1.90000000,0.0910000000,849.00,5663.00,1.065000,0.961000,646.34600000
"Kepler-900 b","Kepler-900","Transit",2016,6.99130860000,2.08000000,4.98000000,0.0679000000,716.00,4836.00,0.730000,0.780000,487.52500000
"OGLE-2016-BLG-1800L b","OGLE-2016-BLG-1800L","Microlensing",2024,,13.20000000,823.17557413,1.8800000000,,,,0.410000,6480.00000000
"K2-201 c","K2-201","Transit",2018,22.77987800000,3.28568401,10.80000000,,,5507.00,0.878161,0.956055,197.93200000
"Kepler-580 b","Kepler-580","Transit",2016,8.22241965600,2.57000000,7.13000000,0.0683000000,558.00,4298.00,0.640000,0.670000,323.89900000
"Kepler-1723 b","Kepler-1723","Transit",2021,39.75289917000,2.88046569,8.65000000,0.2249000000,568.00,6072.00,1.010000,0.960000,811.27800000
"omi UMa b","omi UMa","Radial Velocity",2012,1569.81000000000,13.00000000,1160.39151396,3.6910000000,473.88,5075.00,13.840000,2.720000,54.91490000
"Kepler-163 b","Kepler-163","Transit",2014,7.81093700000,1.05000000,1.16000000,0.0780000000,906.00,5776.00,0.917000,0.882000,689.81400000
"GJ 179 b","GJ 179","Radial Velocity",2009,2288.00000000000,13.80000000,301.93698665,2.4100000000,64.53,3370.00,0.380000,0.357000,12.35600000
"HD 7924 b","HD 7924","Radial Velocity",2008,5.39792000000,,2058.25676373,0.0600000000,825.90,5131.00,0.780000,0.650000,16.99220000
"Kepler-1218 b","Kepler-1218","Transit",2016,22.92212660000,1.44000000,2.67000000,0.1569800000,684.00,5986.00,1.100000,1.060000,840.50300000
"HATS-57 b","HATS-57","Transit",2019,2.35062100000,12.76705100,1000.21101000,0.0349300000,1413.40,5587.00,0.960000,1.026000,279.48500000
"Kepler-603 c","Kepler-603","Transit",2016,127.90757740000,6.50000000,34.50000000,0.5343900000,401.00,5808.00,1.010000,1.010000,1539.63000000
"HD 191939 f","HD 191939","Radial Velocity",2022,2898.00000000000,13.20000000,915.34581216,3.7100000000,125.00,5348.00,0.940000,0.810000,53.60890000
"HD 30669 b","HD 30669","Radial Velocity",2014,1684.00000000000,14.30000000,149.37000000,2.6900000000,151.45,5400.00,0.910000,0.920000,58.08440000
